shipment_id,lane_id,origin,destination,carrier_id,carrier_name,distance_km,weight_kg,freight_cost_inr,cost_per_kg,transit_days_promised,transit_days_actual,on_time_delivery,delay_days,damage_loss_flag,is_monsoon,is_festival,shipment_date
SHP10399,L005,Chennai,Hyderabad,C005,TCI Freight,627,2276.1,6169.06,2.71,1,1,1,0,0,0,0,2023-04-19
SHP10400,L001,Mumbai,Delhi,C003,Delhivery Ltd,1415,12093.9,45679.75,3.777,2,2,1,0,0,0,0,2024-04-05
SHP10401,L001,Mumbai,Delhi,C003,Delhivery Ltd,1415,8185.6,34253.94,4.185,3,3,1,0,0,0,0,2024-01-29
SHP10402,L003,Mumbai,Bangalore,C003,Delhivery Ltd,984,4052.2,17201.39,4.245,2,2,1,0,0,0,1,2023-11-17
SHP10403,L006,Pune,Ahmedabad,C005,TCI Freight,475,17086.6,49451.89,2.894,1,1,1,0,0,0,0,2024-04-23
SHP10404,L006,Pune,Ahmedabad,C001,BlueDart Logistics,475,4207.3,10801.25,2.567,1,1,1,0,0,0,0,2023-04-03
SHP10405,L003,Mumbai,Bangalore,C002,GATI Express,984,4368.6,14404.23,3.297,2,2,1,0,0,0,0,2023-12-28
SHP10406,L006,Pune,Ahmedabad,C005,TCI Freight,475,4543.5,11788.59,2.595,1,2,0,1,0,0,0,2024-04-26
SHP10407,L001,Mumbai,Delhi,C004,VRL Logistics,1415,2641.3,12254.14,4.639,2,2,1,0,0,0,0,2023-05-18
SHP10408,L006,Pune,Ahmedabad,C003,Delhivery Ltd,475,5343.3,11593.69,2.17,1,1,1,0,0,0,0,2023-02-16
SHP10409,L009,Mumbai,Hyderabad,C002,GATI Express,711,6448.0,19009.56,2.948,3,3,1,0,0,0,0,2024-01-07
SHP10410,L006,Pune,Ahmedabad,C005,TCI Freight,475,2914.1,6905.7,2.37,2,2,1,0,0,0,0,2024-04-06
SHP10411,L009,Mumbai,Hyderabad,C006,Safexpress,711,6260.6,23120.18,3.693,2,2,1,0,0,0,0,2023-05-02
SHP10412,L006,Pune,Ahmedabad,C003,Delhivery Ltd,475,5801.9,17095.76,2.947,2,2,1,0,0,0,0,2023-12-14
SHP10413,L003,Mumbai,Bangalore,C002,GATI Express,984,3326.2,12955.89,3.895,2,3,0,1,0,1,0,2024-06-05
SHP10414,L001,Mumbai,Delhi,C001,BlueDart Logistics,1415,5379.0,21836.43,4.06,3,3,1,0,0,0,0,2023-05-21
SHP10415,L006,Pune,Ahmedabad,C005,TCI Freight,475,6117.9,16245.95,2.655,1,1,1,0,0,0,0,2024-04-12
SHP10416,L009,Mumbai,Hyderabad,C002,GATI Express,711,9540.6,28436.76,2.981,3,3,1,0,0,0,0,2023-12-02
SHP10417,L006,Pune,Ahmedabad,C005,TCI Freight,475,10018.8,24238.75,2.419,2,2,1,0,0,0,1,2023-11-03
SHP10418,L009,Mumbai,Hyderabad,C005,TCI Freight,711,5893.4,19128.64,3.246,3,3,1,0,1,0,0,2024-05-16
SHP10419,L006,Pune,Ahmedabad,C001,BlueDart Logistics,475,3125.8,8485.24,2.715,1,1,1,0,0,0,0,2024-01-13
SHP10420,L006,Pune,Ahmedabad,C005,TCI Freight,475,5959.9,17212.71,2.888,2,2,1,0,0,0,1,2023-11-12
SHP10421,L001,Mumbai,Delhi,C005,TCI Freight,1415,6330.6,31599.78,4.992,2,2,1,0,0,0,0,2024-04-30
SHP10422,L009,Mumbai,Hyderabad,C005,TCI Freight,711,10033.5,26997.34,2.691,3,3,1,0,0,1,0,2023-08-22
SHP10423,L006,Pune,Ahmedabad,C002,GATI Express,475,2353.0,6484.95,2.756,2,2,1,0,0,1,0,2024-06-20
SHP10424,L006,Pune,Ahmedabad,C002,GATI Express,475,4491.6,11794.94,2.626,1,1,1,0,0,1,0,2023-09-06
SHP10425,L001,Mumbai,Delhi,C002,GATI Express,1415,5299.4,21362.56,4.031,2,2,1,0,0,0,0,2023-01-20
SHP10426,L003,Mumbai,Bangalore,C004,VRL Logistics,984,12793.6,49862.03,3.897,2,2,1,0,0,1,0,2023-07-28
SHP10427,L009,Mumbai,Hyderabad,C004,VRL Logistics,711,2956.7,8233.88,2.785,3,3,1,0,0,0,0,2023-03-05
SHP10428,L003,Mumbai,Bangalore,C005,TCI Freight,984,13163.6,50893.55,3.866,3,3,1,0,0,0,1,2023-11-29
SHP10429,L006,Pune,Ahmedabad,C003,Delhivery Ltd,475,9008.2,26331.95,2.923,1,1,1,0,0,1,0,2023-06-27
SHP10430,L005,Chennai,Hyderabad,C005,TCI Freight,627,1097.0,3563.68,3.249,2,2,1,0,0,0,0,2023-12-29
SHP10431,L005,Chennai,Hyderabad,C005,TCI Freight,627,19429.8,66774.34,3.437,1,1,1,0,0,0,0,2024-05-10
SHP10432,L005,Chennai,Hyderabad,C005,TCI Freight,627,9077.4,31050.23,3.421,1,1,1,0,0,0,1,2023-11-02
SHP10433,L005,Chennai,Hyderabad,C003,Delhivery Ltd,627,21244.5,67569.47,3.181,2,2,1,0,0,1,0,2023-08-01
SHP10434,L005,Chennai,Hyderabad,C004,VRL Logistics,627,7749.3,26446.08,3.413,2,2,1,0,0,0,0,2023-12-24
SHP10435,L005,Chennai,Hyderabad,C003,Delhivery Ltd,627,5818.0,18337.01,3.152,2,3,0,1,0,0,0,2023-05-05
SHP10436,L006,Pune,Ahmedabad,C004,VRL Logistics,475,4816.4,11458.92,2.379,1,1,1,0,0,0,0,2023-12-20
SHP10437,L005,Chennai,Hyderabad,C006,Safexpress,627,2778.8,9455.89,3.403,1,1,1,0,0,0,0,2023-03-22
SHP10438,L005,Chennai,Hyderabad,C006,Safexpress,627,8527.0,22767.93,2.67,1,2,0,1,0,0,0,2024-05-05
SHP10439,L009,Mumbai,Hyderabad,C003,Delhivery Ltd,711,1915.4,5274.07,2.754,2,2,1,0,0,0,1,2023-10-06
SHP10440,L009,Mumbai,Hyderabad,C002,GATI Express,711,6836.5,22982.74,3.362,2,2,1,0,0,1,0,2023-09-06
SHP10441,L009,Mumbai,Hyderabad,C002,GATI Express,711,2749.0,7542.47,2.744,2,2,1,0,0,1,0,2023-08-27
SHP10442,L005,Chennai,Hyderabad,C006,Safexpress,627,1889.8,5964.98,3.156,1,1,1,0,1,0,0,2024-04-28
SHP10443,L003,Mumbai,Bangalore,C001,BlueDart Logistics,984,6401.5,26235.57,4.098,2,2,1,0,0,1,0,2023-06-11
SHP10444,L006,Pune,Ahmedabad,C004,VRL Logistics,475,5298.3,12747.82,2.406,1,1,1,0,0,1,0,2023-07-24
SHP10445,L001,Mumbai,Delhi,C001,BlueDart Logistics,1415,3798.5,17685.32,4.656,3,3,1,0,0,1,0,2023-08-26
SHP10446,L001,Mumbai,Delhi,C002,GATI Express,1415,6632.8,32785.04,4.943,2,3,0,1,0,0,0,2024-03-03
SHP10447,L001,Mumbai,Delhi,C004,VRL Logistics,1415,2257.9,11169.41,4.947,2,2,1,0,0,0,0,2024-05-22
SHP10448,L005,Chennai,Hyderabad,C001,BlueDart Logistics,627,7694.8,23403.59,3.041,1,1,1,0,0,0,0,2023-01-10
SHP10449,L001,Mumbai,Delhi,C003,Delhivery Ltd,1415,3227.6,16215.39,5.024,2,2,1,0,0,0,1,2023-10-19
SHP10450,L009,Mumbai,Hyderabad,C005,TCI Freight,711,5674.2,20191.07,3.558,2,2,1,0,0,0,0,2024-05-20
SHP10451,L006,Pune,Ahmedabad,C003,Delhivery Ltd,475,3074.2,7422.19,2.414,1,1,1,0,0,1,0,2023-07-17
SHP10452,L006,Pune,Ahmedabad,C006,Safexpress,475,4397.7,10061.6,2.288,2,3,0,1,0,1,0,2023-09-21
SHP10453,L005,Chennai,Hyderabad,C003,Delhivery Ltd,627,4546.5,14026.49,3.085,1,1,1,0,0,1,0,2023-07-17
SHP10454,L006,Pune,Ahmedabad,C004,VRL Logistics,475,3517.5,7741.65,2.201,1,1,1,0,0,1,0,2024-06-11
SHP10455,L001,Mumbai,Delhi,C002,GATI Express,1415,2160.6,8741.13,4.046,2,2,1,0,1,0,0,2023-05-24
SHP10456,L003,Mumbai,Bangalore,C001,BlueDart Logistics,984,3034.5,10751.97,3.543,2,2,1,0,0,1,0,2023-09-25
SHP10457,L005,Chennai,Hyderabad,C003,Delhivery Ltd,627,13140.7,42033.5,3.199,2,2,1,0,0,0,1,2023-11-06
SHP10458,L001,Mumbai,Delhi,C003,Delhivery Ltd,1415,5893.5,23086.99,3.917,3,4,0,1,0,0,0,2024-01-04
SHP10459,L001,Mumbai,Delhi,C004,VRL Logistics,1415,3567.1,14860.4,4.166,2,2,1,0,0,0,1,2023-11-11
SHP10460,L009,Mumbai,Hyderabad,C006,Safexpress,711,2539.0,7013.72,2.762,3,3,1,0,0,0,1,2023-11-15
SHP10461,L005,Chennai,Hyderabad,C003,Delhivery Ltd,627,3207.4,11022.94,3.437,1,1,1,0,0,1,0,2023-08-15
SHP10462,L006,Pune,Ahmedabad,C002,GATI Express,475,3384.3,10119.85,2.99,2,2,1,0,0,0,0,2024-04-10
SHP10463,L005,Chennai,Hyderabad,C004,VRL Logistics,627,7486.3,24547.76,3.279,2,3,0,1,0,0,0,2024-04-27
SHP10464,L003,Mumbai,Bangalore,C002,GATI Express,984,10266.1,39259.36,3.824,3,3,1,0,1,0,0,2023-03-25
SHP10465,L005,Chennai,Hyderabad,C001,BlueDart Logistics,627,2378.5,7863.81,3.306,1,1,1,0,0,0,0,2023-04-25
SHP10466,L009,Mumbai,Hyderabad,C002,GATI Express,711,3219.5,9629.55,2.991,2,2,1,0,0,1,0,2023-06-03
SHP10467,L009,Mumbai,Hyderabad,C004,VRL Logistics,711,4753.0,13583.41,2.858,3,4,0,1,0,0,0,2023-04-30
SHP10468,L009,Mumbai,Hyderabad,C004,VRL Logistics,711,2838.5,8851.43,3.118,3,3,1,0,0,0,0,2023-04-04
SHP10469,L001,Mumbai,Delhi,C004,VRL Logistics,1415,5160.4,21573.95,4.181,3,3,1,0,0,0,0,2023-05-16
SHP10470,L009,Mumbai,Hyderabad,C001,BlueDart Logistics,711,3567.6,12524.07,3.511,3,3,1,0,0,0,0,2024-04-18
SHP10471,L001,Mumbai,Delhi,C004,VRL Logistics,1415,2112.7,9858.56,4.666,2,4,0,2,0,1,0,2023-09-18
SHP10472,L009,Mumbai,Hyderabad,C001,BlueDart Logistics,711,19763.6,59464.99,3.009,2,2,1,0,0,0,0,2023-02-16
SHP10473,L001,Mumbai,Delhi,C005,TCI Freight,1415,6222.9,31236.6,5.02,2,2,1,0,0,0,0,2023-03-03
SHP10474,L006,Pune,Ahmedabad,C001,BlueDart Logistics,475,7516.6,17156.52,2.282,1,1,1,0,0,0,1,2023-10-21
SHP10475,L003,Mumbai,Bangalore,C006,Safexpress,984,8725.6,39705.84,4.55,2,2,1,0,0,0,0,2024-03-06
SHP10476,L006,Pune,Ahmedabad,C004,VRL Logistics,475,1633.2,3585.23,2.195,1,1,1,0,0,0,0,2024-01-22
SHP10477,L009,Mumbai,Hyderabad,C002,GATI Express,711,6666.1,18856.02,2.829,2,2,1,0,0,0,0,2023-12-23
SHP10478,L009,Mumbai,Hyderabad,C004,VRL Logistics,711,4896.9,16770.54,3.425,2,2,1,0,1,1,0,2024-06-25
SHP10479,L003,Mumbai,Bangalore,C001,BlueDart Logistics,984,8128.2,31259.39,3.846,2,2,1,0,0,0,0,2023-01-24
SHP10480,L009,Mumbai,Hyderabad,C004,VRL Logistics,711,3777.6,13328.68,3.528,2,3,0,1,0,1,0,2024-06-28
SHP10481,L003,Mumbai,Bangalore,C004,VRL Logistics,984,9895.0,35588.5,3.597,2,2,1,0,0,0,0,2023-12-21
SHP10482,L001,Mumbai,Delhi,C001,BlueDart Logistics,1415,3625.4,17025.24,4.696,3,3,1,0,0,0,0,2024-03-05
SHP10483,L001,Mumbai,Delhi,C002,GATI Express,1415,4265.0,15858.63,3.718,2,2,1,0,0,1,0,2023-07-31
SHP10484,L001,Mumbai,Delhi,C004,VRL Logistics,1415,5066.1,23600.91,4.659,2,2,1,0,0,0,0,2023-02-19
SHP10485,L006,Pune,Ahmedabad,C004,VRL Logistics,475,5444.2,12603.92,2.315,2,2,1,0,0,1,0,2023-08-28
SHP10486,L001,Mumbai,Delhi,C002,GATI Express,1415,11317.7,44299.94,3.914,2,3,0,1,0,0,0,2024-05-30
SHP10487,L009,Mumbai,Hyderabad,C003,Delhivery Ltd,711,6868.4,20347.05,2.962,2,2,1,0,0,0,1,2023-11-25
SHP10488,L003,Mumbai,Bangalore,C006,Safexpress,984,3409.4,12887.65,3.78,2,2,1,0,0,1,0,2024-06-17
SHP10489,L005,Chennai,Hyderabad,C001,BlueDart Logistics,627,4393.2,13855.85,3.154,2,2,1,0,0,1,0,2023-06-29
SHP10490,L009,Mumbai,Hyderabad,C004,VRL Logistics,711,4711.2,17227.07,3.657,2,2,1,0,0,0,0,2023-02-18
SHP10491,L006,Pune,Ahmedabad,C005,TCI Freight,475,6580.7,16381.23,2.489,2,2,1,0,0,0,1,2023-11-23
SHP10492,L003,Mumbai,Bangalore,C003,Delhivery Ltd,984,2378.4,10068.66,4.233,2,2,1,0,0,0,0,2024-01-21
SHP10493,L006,Pune,Ahmedabad,C002,GATI Express,475,7044.2,20254.53,2.875,1,1,1,0,0,1,0,2023-08-19
SHP10494,L003,Mumbai,Bangalore,C004,VRL Logistics,984,4324.0,16339.8,3.779,3,3,1,0,0,0,0,2023-03-01
SHP10495,L006,Pune,Ahmedabad,C005,TCI Freight,475,12021.3,29630.9,2.465,1,2,0,1,0,1,0,2024-06-26
SHP10496,L005,Chennai,Hyderabad,C002,GATI Express,627,3401.5,8657.69,2.545,2,3,0,1,0,0,0,2023-12-05
SHP10497,L006,Pune,Ahmedabad,C003,Delhivery Ltd,475,4099.1,11309.46,2.759,2,2,1,0,0,0,0,2023-04-05
SHP10498,L003,Mumbai,Bangalore,C001,BlueDart Logistics,984,1957.5,8076.61,4.126,2,3,0,1,0,0,1,2023-10-02
SHP10499,L009,Mumbai,Hyderabad,C001,BlueDart Logistics,711,8496.9,29807.52,3.508,2,2,1,0,0,0,0,2023-03-16
SHP10500,L009,Mumbai,Hyderabad,C006,Safexpress,711,4550.1,13020.77,2.862,2,2,1,0,0,1,0,2023-08-11
SHP10501,L005,Chennai,Hyderabad,C003,Delhivery Ltd,627,8898.4,30398.87,3.416,1,1,1,0,0,0,0,2023-01-16
SHP10502,L001,Mumbai,Delhi,C006,Safexpress,1415,3477.6,15971.12,4.593,2,3,0,1,0,0,0,2024-05-05
SHP10503,L003,Mumbai,Bangalore,C004,VRL Logistics,984,1038.3,3797.84,3.658,3,3,1,0,0,1,0,2023-09-03
SHP10504,L005,Chennai,Hyderabad,C004,VRL Logistics,627,2023.6,6320.62,3.123,2,2,1,0,0,0,0,2024-04-22
SHP10505,L005,Chennai,Hyderabad,C003,Delhivery Ltd,627,5486.3,18439.75,3.361,2,2,1,0,0,0,0,2024-01-04
SHP10506,L006,Pune,Ahmedabad,C001,BlueDart Logistics,475,4869.8,14244.36,2.925,1,1,1,0,0,0,0,2024-04-25
SHP10507,L005,Chennai,Hyderabad,C003,Delhivery Ltd,627,6957.5,21122.71,3.036,1,1,1,0,0,0,0,2024-02-28
SHP10508,L003,Mumbai,Bangalore,C006,Safexpress,984,2402.3,8592.62,3.577,2,3,0,1,0,0,0,2023-05-30
SHP10509,L009,Mumbai,Hyderabad,C005,TCI Freight,711,4798.0,13436.16,2.8,2,2,1,0,0,0,0,2024-03-03
SHP10510,L005,Chennai,Hyderabad,C002,GATI Express,627,2907.7,9627.0,3.311,2,2,1,0,0,0,0,2024-01-24
SHP10511,L006,Pune,Ahmedabad,C005,TCI Freight,475,1254.1,3502.63,2.793,1,1,1,0,0,0,0,2023-12-12
SHP10512,L006,Pune,Ahmedabad,C006,Safexpress,475,9753.6,22162.17,2.272,1,1,1,0,0,0,0,2024-05-17
SHP10513,L005,Chennai,Hyderabad,C002,GATI Express,627,2508.7,7575.63,3.02,2,2,1,0,0,0,0,2023-05-24
SHP10514,L003,Mumbai,Bangalore,C005,TCI Freight,984,4661.0,15264.71,3.275,3,3,1,0,0,0,0,2023-03-02
SHP10515,L001,Mumbai,Delhi,C006,Safexpress,1415,8542.5,35675.33,4.176,2,2,1,0,0,0,0,2023-02-19
SHP10516,L003,Mumbai,Bangalore,C001,BlueDart Logistics,984,3346.6,11783.03,3.521,2,2,1,0,0,1,0,2023-06-04
SHP10517,L006,Pune,Ahmedabad,C003,Delhivery Ltd,475,5437.3,14588.34,2.683,2,2,1,0,0,0,0,2023-03-03
SHP10518,L009,Mumbai,Hyderabad,C004,VRL Logistics,711,4283.9,11318.81,2.642,2,2,1,0,0,0,0,2024-05-14
SHP10519,L009,Mumbai,Hyderabad,C004,VRL Logistics,711,5187.6,16649.18,3.209,2,2,1,0,0,0,0,2023-01-13
SHP10520,L005,Chennai,Hyderabad,C005,TCI Freight,627,3036.6,9033.12,2.975,1,1,1,0,0,0,1,2023-10-21
SHP10521,L006,Pune,Ahmedabad,C002,GATI Express,475,10713.8,27682.72,2.584,1,1,1,0,0,0,0,2023-04-20
SHP10522,L003,Mumbai,Bangalore,C002,GATI Express,984,3748.7,16172.77,4.314,2,2,1,0,0,1,0,2024-06-23
SHP10523,L005,Chennai,Hyderabad,C004,VRL Logistics,627,3783.4,13009.93,3.439,1,1,1,0,0,0,0,2023-03-22
SHP10524,L006,Pune,Ahmedabad,C005,TCI Freight,475,7074.7,16431.88,2.323,2,2,1,0,0,1,0,2023-09-07
SHP10525,L001,Mumbai,Delhi,C006,Safexpress,1415,10793.5,44963.12,4.166,2,2,1,0,0,0,0,2023-02-02
SHP10526,L006,Pune,Ahmedabad,C005,TCI Freight,475,7222.9,19372.93,2.682,1,1,1,0,0,0,0,2024-05-02
SHP10527,L003,Mumbai,Bangalore,C001,BlueDart Logistics,984,10247.4,41888.57,4.088,2,2,1,0,0,0,0,2024-05-26
SHP10528,L005,Chennai,Hyderabad,C005,TCI Freight,627,11770.7,39996.13,3.398,2,2,1,0,0,0,0,2023-04-08
SHP10529,L003,Mumbai,Bangalore,C002,GATI Express,984,14466.1,47621.35,3.292,2,2,1,0,0,0,0,2024-05-01
SHP10530,L001,Mumbai,Delhi,C006,Safexpress,1415,6864.3,30191.66,4.398,3,3,1,0,0,0,1,2023-10-15
SHP10531,L001,Mumbai,Delhi,C002,GATI Express,1415,4332.0,21587.91,4.983,2,2,1,0,0,0,1,2023-11-19
SHP10532,L009,Mumbai,Hyderabad,C002,GATI Express,711,6958.1,20594.0,2.96,2,2,1,0,0,0,0,2024-02-12
SHP10533,L009,Mumbai,Hyderabad,C002,GATI Express,711,5370.2,19374.23,3.608,3,3,1,0,0,0,0,2024-02-03
SHP10534,L005,Chennai,Hyderabad,C004,VRL Logistics,627,8236.1,26355.73,3.2,2,3,0,1,0,0,0,2023-05-24
SHP10535,L009,Mumbai,Hyderabad,C006,Safexpress,711,3463.9,9494.51,2.741,2,4,0,2,0,0,0,2023-12-21
SHP10536,L003,Mumbai,Bangalore,C001,BlueDart Logistics,984,10180.6,43295.83,4.253,3,3,1,0,0,0,0,2023-12-15
SHP10537,L009,Mumbai,Hyderabad,C004,VRL Logistics,711,4518.7,15015.75,3.323,2,2,1,0,0,0,0,2023-12-01
SHP10538,L006,Pune,Ahmedabad,C004,VRL Logistics,475,5977.5,15594.75,2.609,1,1,1,0,0,1,0,2023-08-22
SHP10539,L006,Pune,Ahmedabad,C004,VRL Logistics,475,5005.0,13201.39,2.638,2,2,1,0,0,1,0,2023-07-10
SHP10540,L006,Pune,Ahmedabad,C001,BlueDart Logistics,475,8003.3,22000.83,2.749,1,1,1,0,0,0,1,2023-10-30
SHP10541,L001,Mumbai,Delhi,C003,Delhivery Ltd,1415,6951.7,32090.2,4.616,2,2,1,0,0,1,0,2023-06-07
SHP10542,L003,Mumbai,Bangalore,C006,Safexpress,984,19540.5,72490.0,3.71,2,2,1,0,0,0,0,2024-02-03
SHP10543,L001,Mumbai,Delhi,C001,BlueDart Logistics,1415,9369.9,38407.96,4.099,2,2,1,0,0,0,1,2023-11-12
SHP10544,L005,Chennai,Hyderabad,C001,BlueDart Logistics,627,5986.1,15894.31,2.655,1,1,1,0,0,0,0,2023-05-16
SHP10545,L006,Pune,Ahmedabad,C005,TCI Freight,475,8434.9,18686.52,2.215,1,1,1,0,0,1,0,2024-06-08
SHP10546,L001,Mumbai,Delhi,C003,Delhivery Ltd,1415,8079.4,35946.26,4.449,3,3,1,0,1,0,0,2023-04-06
SHP10547,L005,Chennai,Hyderabad,C004,VRL Logistics,627,2818.5,8131.42,2.885,1,1,1,0,0,0,0,2023-01-13
SHP10548,L001,Mumbai,Delhi,C006,Safexpress,1415,13385.7,58040.71,4.336,3,4,0,1,0,1,0,2023-09-06
SHP10549,L006,Pune,Ahmedabad,C002,GATI Express,475,6228.0,14875.51,2.388,1,1,1,0,0,0,0,2023-05-23
SHP10550,L006,Pune,Ahmedabad,C002,GATI Express,475,4535.0,11361.72,2.505,1,1,1,0,0,0,0,2023-03-06
SHP10551,L006,Pune,Ahmedabad,C003,Delhivery Ltd,475,4958.3,12103.13,2.441,1,1,1,0,0,0,0,2024-05-10
SHP10552,L003,Mumbai,Bangalore,C006,Safexpress,984,4570.7,18512.11,4.05,3,3,1,0,0,0,0,2024-05-22
SHP10553,L006,Pune,Ahmedabad,C001,BlueDart Logistics,475,6321.5,13470.62,2.131,1,1,1,0,0,0,0,2023-05-19
SHP10554,L006,Pune,Ahmedabad,C003,Delhivery Ltd,475,13851.9,34770.97,2.51,1,1,1,0,0,0,0,2024-01-25
SHP10555,L006,Pune,Ahmedabad,C006,Safexpress,475,3866.9,9302.15,2.406,1,1,1,0,0,0,0,2023-05-20
SHP10556,L003,Mumbai,Bangalore,C004,VRL Logistics,984,1967.7,8880.0,4.513,2,2,1,0,0,0,1,2023-11-18
SHP10557,L005,Chennai,Hyderabad,C003,Delhivery Ltd,627,10483.4,34162.3,3.259,2,2,1,0,0,0,0,2024-05-17
SHP10558,L005,Chennai,Hyderabad,C004,VRL Logistics,627,3503.3,9933.57,2.835,1,1,1,0,0,0,1,2023-10-15
SHP10559,L009,Mumbai,Hyderabad,C002,GATI Express,711,5490.3,19039.62,3.468,3,3,1,0,0,1,0,2023-07-04
SHP10560,L001,Mumbai,Delhi,C006,Safexpress,1415,9085.5,35235.23,3.878,3,3,1,0,0,0,0,2024-04-17
SHP10561,L005,Chennai,Hyderabad,C006,Safexpress,627,7013.0,22077.43,3.148,1,2,0,1,0,0,0,2023-03-12
SHP10562,L003,Mumbai,Bangalore,C006,Safexpress,984,9600.2,34234.95,3.566,2,2,1,0,0,0,1,2023-11-07
SHP10563,L003,Mumbai,Bangalore,C006,Safexpress,984,3329.0,11080.16,3.328,2,2,1,0,0,0,0,2024-03-09
SHP10564,L009,Mumbai,Hyderabad,C004,VRL Logistics,711,3793.0,12079.47,3.185,3,3,1,0,0,0,0,2024-02-15
SHP10565,L006,Pune,Ahmedabad,C005,TCI Freight,475,2888.2,7910.58,2.739,1,1,1,0,0,0,0,2023-02-07
SHP10566,L009,Mumbai,Hyderabad,C005,TCI Freight,711,5507.7,19107.95,3.469,2,2,1,0,0,0,0,2023-03-29
SHP10567,L005,Chennai,Hyderabad,C002,GATI Express,627,6946.9,24059.63,3.463,2,2,1,0,0,0,0,2023-02-15
SHP10568,L006,Pune,Ahmedabad,C003,Delhivery Ltd,475,9783.4,20880.02,2.134,1,1,1,0,0,0,0,2024-03-16
SHP10569,L005,Chennai,Hyderabad,C002,GATI Express,627,4094.8,12249.92,2.992,2,2,1,0,0,1,0,2024-06-06
SHP10570,L009,Mumbai,Hyderabad,C006,Safexpress,711,2108.0,6410.26,3.041,2,2,1,0,0,1,0,2023-08-15
SHP10571,L006,Pune,Ahmedabad,C006,Safexpress,475,2429.2,5895.3,2.427,1,1,1,0,0,0,0,2024-05-27
SHP10572,L001,Mumbai,Delhi,C004,VRL Logistics,1415,1575.6,6588.35,4.181,2,2,1,0,0,0,0,2023-04-18
SHP10573,L001,Mumbai,Delhi,C001,BlueDart Logistics,1415,5443.5,21929.02,4.028,2,2,1,0,0,0,0,2023-05-26
SHP10574,L006,Pune,Ahmedabad,C002,GATI Express,475,6688.6,16251.71,2.43,1,2,0,1,0,1,0,2024-06-17
SHP10575,L001,Mumbai,Delhi,C004,VRL Logistics,1415,3570.2,13098.16,3.669,2,2,1,0,0,0,0,2024-04-08
SHP10576,L001,Mumbai,Delhi,C006,Safexpress,1415,4834.3,23293.08,4.818,2,2,1,0,0,0,0,2023-04-28
SHP10577,L001,Mumbai,Delhi,C006,Safexpress,1415,14233.5,55917.05,3.929,3,4,0,1,0,1,0,2023-06-18
SHP10578,L003,Mumbai,Bangalore,C005,TCI Freight,984,6230.3,24762.94,3.975,2,2,1,0,0,1,0,2023-06-13
SHP10579,L006,Pune,Ahmedabad,C002,GATI Express,475,3484.0,7965.8,2.286,2,3,0,1,0,0,0,2024-02-19
SHP10580,L006,Pune,Ahmedabad,C004,VRL Logistics,475,2902.2,7726.65,2.662,2,2,1,0,0,0,0,2023-01-30
SHP10581,L003,Mumbai,Bangalore,C004,VRL Logistics,984,2992.5,9683.49,3.236,2,2,1,0,0,0,0,2024-03-15
SHP10582,L003,Mumbai,Bangalore,C002,GATI Express,984,12035.5,51820.18,4.306,3,3,1,0,0,0,1,2023-10-13
SHP10583,L001,Mumbai,Delhi,C005,TCI Freight,1415,4176.9,16059.47,3.845,3,3,1,0,0,0,0,2023-04-15
SHP10584,L005,Chennai,Hyderabad,C002,GATI Express,627,1147.6,3134.43,2.731,1,1,1,0,0,0,0,2024-04-13
SHP10585,L006,Pune,Ahmedabad,C005,TCI Freight,475,8353.4,20591.63,2.465,2,3,0,1,0,0,1,2023-11-17
SHP10586,L006,Pune,Ahmedabad,C005,TCI Freight,475,1924.6,4682.53,2.433,1,2,0,1,0,0,0,2023-04-27
SHP10587,L006,Pune,Ahmedabad,C005,TCI Freight,475,3578.0,9813.52,2.743,2,3,0,1,0,1,0,2023-06-26
SHP10588,L005,Chennai,Hyderabad,C005,TCI Freight,627,2208.6,5744.47,2.601,2,2,1,0,0,0,0,2023-03-28
SHP10589,L001,Mumbai,Delhi,C002,GATI Express,1415,20928.7,80346.86,3.839,2,2,1,0,0,0,1,2023-11-09
SHP10590,L003,Mumbai,Bangalore,C005,TCI Freight,984,3804.5,15306.44,4.023,2,2,1,0,0,0,0,2024-02-02
SHP10591,L009,Mumbai,Hyderabad,C004,VRL Logistics,711,3550.7,11231.0,3.163,2,2,1,0,0,0,0,2024-03-09
SHP10592,L009,Mumbai,Hyderabad,C006,Safexpress,711,4116.2,11591.42,2.816,3,3,1,0,0,1,0,2023-06-27
SHP10593,L005,Chennai,Hyderabad,C002,GATI Express,627,5385.1,17876.46,3.32,1,1,1,0,0,1,0,2023-07-11
SHP10594,L009,Mumbai,Hyderabad,C001,BlueDart Logistics,711,2298.9,7266.36,3.161,2,2,1,0,0,0,0,2024-01-03
SHP10595,L003,Mumbai,Bangalore,C004,VRL Logistics,984,4746.7,18456.64,3.888,3,4,0,1,0,1,0,2024-06-01
SHP10596,L006,Pune,Ahmedabad,C004,VRL Logistics,475,7125.9,16185.39,2.271,1,1,1,0,0,0,0,2024-03-30
SHP10597,L009,Mumbai,Hyderabad,C001,BlueDart Logistics,711,16890.3,45105.11,2.67,2,2,1,0,0,1,0,2023-08-14
SHP10598,L003,Mumbai,Bangalore,C005,TCI Freight,984,3335.6,14237.62,4.268,2,2,1,0,0,0,1,2023-10-23
SHP10599,L009,Mumbai,Hyderabad,C006,Safexpress,711,3042.7,9703.85,3.189,3,3,1,0,0,0,0,2024-05-22
