shipment_id,lane_id,origin,destination,carrier_id,carrier_name,distance_km,weight_kg,freight_cost_inr,cost_per_kg,transit_days_promised,transit_days_actual,on_time_delivery,delay_days,damage_loss_flag,is_monsoon,is_festival,shipment_date,mode,freight_type
SHP22562,L472,Jaipur,Bhubaneswar,C001,BlueDart Logistics,1631,12888.8,50414.03,3.911,3,3,1,0,1,0,0,2024-05-22,LTL,General Cargo
SHP22563,L389,Surat,Nashik,C001,BlueDart Logistics,220,4656.3,18204.93,3.91,1,1,1,0,0,1,0,2023-06-25,FTL,Textiles
SHP22564,L339,Lucknow,Bangalore,C003,Delhivery Ltd,2058,19405.4,100217.52,5.164,3,3,1,0,0,1,0,2023-09-01,LTL,Textiles
SHP22565,L192,Lucknow,Thiruvananthapuram,C005,TCI Freight,2699,13784.2,71657.77,5.199,3,3,1,0,0,1,0,2023-06-10,LTL,Auto Parts
SHP22566,L501,Ahmedabad,Hyderabad,C004,VRL Logistics,1138,5554.1,11235.73,2.023,3,3,1,0,0,0,0,2023-02-11,LTL,Pharma
SHP22567,L358,Noida,Vadodara,C006,Safexpress,1050,8929.3,48280.63,5.407,3,5,0,2,0,0,1,2023-10-18,LTL,Pharma
SHP22568,L350,Pune,Lucknow,C004,VRL Logistics,1520,21455.2,86531.68,4.033,3,3,1,0,0,0,1,2023-10-19,LTL,Electronics
SHP22569,L193,Kochi,Hyderabad,C004,VRL Logistics,1113,5222.3,13409.32,2.568,3,3,1,0,0,1,0,2023-06-17,FTL,Electronics
SHP22570,L234,Nashik,Kanpur,C001,BlueDart Logistics,1275,20390.2,42682.46,2.093,3,3,1,0,0,1,0,2023-08-25,LTL,Textiles
SHP22571,L174,Dehradun,Noida,C005,TCI Freight,271,18940.1,43877.21,2.317,1,1,1,0,0,0,0,2023-12-08,FTL,Electronics
SHP22572,L347,Rajkot,Mumbai,C003,Delhivery Ltd,543,23808.8,57442.67,2.413,2,2,1,0,0,1,0,2023-07-22,FTL,FMCG
SHP22573,L456,Amritsar,Guwahati,C008,XpressBees,2262,8070.3,26639.52,3.301,3,3,1,0,0,0,0,2024-01-29,FTL,Electronics
SHP22574,L284,Bangalore,Thiruvananthapuram,C002,GATI Express,642,14375.8,74120.25,5.156,2,2,1,0,0,0,0,2023-04-11,FTL,FMCG
SHP22575,L155,Kanpur,Hyderabad,C007,Ekart Logistics,1337,11435.3,51006.78,4.46,3,6,0,3,0,0,0,2024-02-15,LTL,Electronics
SHP22576,L025,Kanpur,Kolkata,C005,TCI Freight,1205,12099.6,30599.97,2.529,3,3,1,0,0,0,0,2024-02-13,FTL,Textiles
SHP22577,L575,Madurai,Rajkot,C002,GATI Express,2058,22483.8,56131.58,2.497,3,7,0,4,0,1,0,2023-08-23,FTL,Textiles
SHP22578,L658,Jaipur,Delhi,C003,Delhivery Ltd,304,16666.2,84626.94,5.078,1,1,1,0,0,0,0,2023-05-21,LTL,FMCG
SHP22579,L336,Mangalore,Chandigarh,C004,VRL Logistics,2586,4572.3,10839.24,2.371,3,3,1,0,0,0,0,2023-12-06,LTL,Auto Parts
SHP22580,L037,Ahmedabad,Delhi,C006,Safexpress,1007,2805.1,7670.81,2.735,3,3,1,0,0,0,0,2023-04-18,LTL,Textiles
SHP22581,L519,Vijayawada,Visakhapatnam,C001,BlueDart Logistics,411,13176.9,46720.78,3.546,1,1,1,0,0,0,0,2023-05-24,FTL,Auto Parts
SHP22582,L099,Madurai,Patna,C003,Delhivery Ltd,2464,9671.9,44436.3,4.594,3,3,1,0,0,0,0,2023-04-06,LTL,Pharma
SHP22583,L403,Ranchi,Indore,C004,VRL Logistics,1254,17850.8,51594.22,2.89,3,3,1,0,0,0,0,2023-04-23,LTL,FMCG
SHP22584,L620,Bangalore,Delhi,C005,TCI Freight,2270,19405.7,71623.7,3.691,3,7,0,4,0,1,0,2023-07-23,FTL,Textiles
SHP22585,L296,Kochi,Madurai,C003,Delhivery Ltd,257,14928.3,81383.43,5.452,1,1,1,0,0,0,0,2023-02-28,LTL,General Cargo
SHP22586,L315,Chennai,Ahmedabad,C008,XpressBees,1779,18052.1,78152.82,4.329,3,3,1,0,0,1,0,2024-06-16,LTL,Pharma
SHP22587,L188,Pune,Raipur,C006,Safexpress,1122,18513.4,71395.39,3.856,3,3,1,0,0,0,1,2023-11-25,LTL,Auto Parts
SHP22588,L527,Nashik,Guwahati,C003,Delhivery Ltd,2540,10411.0,27085.82,2.602,3,3,1,0,0,0,0,2024-05-08,LTL,Textiles
SHP22589,L208,Kanpur,Bangalore,C006,Safexpress,2000,7976.0,22001.58,2.758,3,3,1,0,0,0,0,2024-01-18,FTL,FMCG
SHP22590,L572,Agra,Nagpur,C003,Delhivery Ltd,894,14108.5,36740.61,2.604,2,2,1,0,1,0,0,2023-04-19,LTL,Electronics
SHP22591,L070,Bhopal,Bangalore,C006,Safexpress,1504,18368.7,79406.22,4.323,3,3,1,0,0,0,1,2023-11-04,LTL,General Cargo
SHP22592,L243,Kolkata,Bangalore,C007,Ekart Logistics,2042,5123.2,23882.7,4.662,3,3,1,0,0,0,0,2023-04-03,FTL,Auto Parts
SHP22593,L479,Chennai,Bangalore,C004,VRL Logistics,381,23090.4,53227.14,2.305,1,1,1,0,0,0,0,2023-01-12,LTL,Pharma
SHP22594,L081,Delhi,Nashik,C007,Ekart Logistics,1321,4670.9,20681.27,4.428,3,7,0,4,0,1,0,2023-09-26,FTL,FMCG
SHP22595,L539,Pune,Chandigarh,C006,Safexpress,1804,11042.6,29239.59,2.648,3,3,1,0,0,0,0,2023-02-10,LTL,General Cargo
SHP22596,L520,Jaipur,Visakhapatnam,C002,GATI Express,1665,1722.6,8028.87,4.661,3,3,1,0,0,1,0,2023-07-25,FTL,FMCG
SHP22597,L070,Bhopal,Bangalore,C003,Delhivery Ltd,1504,4427.9,21817.32,4.927,3,5,0,2,0,0,0,2023-01-06,FTL,Textiles
SHP22598,L212,Lucknow,Nashik,C001,BlueDart Logistics,1361,23328.2,58378.39,2.502,3,3,1,0,0,0,0,2024-02-14,FTL,Electronics
SHP22599,L134,Mangalore,Nagpur,C002,GATI Express,1320,23125.0,106820.57,4.619,3,3,1,0,0,0,0,2024-03-22,FTL,Pharma
SHP22600,L609,Kanpur,Nagpur,C005,TCI Freight,797,5850.5,22466.07,3.84,2,2,1,0,1,0,1,2023-11-30,LTL,FMCG
SHP22601,L104,Coimbatore,Patna,C003,Delhivery Ltd,2383,5397.2,18797.41,3.483,3,3,1,0,0,0,0,2023-05-31,FTL,Auto Parts
SHP22602,L659,Coimbatore,Dehradun,C004,VRL Logistics,2793,24584.5,125410.62,5.101,3,3,1,0,0,1,0,2023-09-23,LTL,Textiles
SHP22603,L362,Thiruvananthapuram,Agra,C007,Ekart Logistics,2707,7841.9,41447.73,5.285,3,3,1,0,0,0,1,2023-10-10,FTL,Textiles
SHP22604,L503,Thiruvananthapuram,Dehradun,C004,VRL Logistics,3154,11764.3,42630.61,3.624,3,3,1,0,0,0,0,2024-01-06,FTL,Pharma
SHP22605,L641,Patna,Nagpur,C001,BlueDart Logistics,1028,10838.8,47949.91,4.424,3,3,1,0,0,1,0,2023-07-04,FTL,Textiles
SHP22606,L192,Lucknow,Thiruvananthapuram,C007,Ekart Logistics,2699,20316.9,74295.55,3.657,3,3,1,0,0,0,0,2024-03-27,LTL,Auto Parts
SHP22607,L002,Jaipur,Varanasi,C008,XpressBees,963,15683.2,62359.72,3.976,2,2,1,0,0,0,0,2023-02-12,FTL,FMCG
SHP22608,L546,Chennai,Vijayawada,C004,VRL Logistics,493,11409.8,33466.43,2.933,1,1,1,0,0,1,0,2023-06-22,LTL,Pharma
SHP22609,L585,Coimbatore,Thiruvananthapuram,C006,Safexpress,361,10995.8,34893.45,3.173,1,1,1,0,0,1,0,2023-09-19,LTL,Textiles
SHP22610,L158,Kolkata,Delhi,C003,Delhivery Ltd,1697,9293.9,28132.42,3.027,3,3,1,0,0,0,0,2024-01-23,LTL,Textiles
SHP22611,L234,Kanpur,Nashik,C001,BlueDart Logistics,1275,7381.4,26843.47,3.637,3,3,1,0,0,1,0,2023-09-30,LTL,Auto Parts
SHP22612,L433,Amritsar,Delhi,C001,BlueDart Logistics,520,15092.7,42183.76,2.795,2,2,1,0,0,0,1,2023-11-17,LTL,Electronics
SHP22613,L429,Patna,Mangalore,C003,Delhivery Ltd,2301,2738.6,12437.07,4.541,3,3,1,0,0,0,0,2023-01-17,LTL,Electronics
SHP22614,L213,Lucknow,Visakhapatnam,C008,XpressBees,1354,13573.9,39587.95,2.916,3,3,1,0,0,0,0,2024-02-25,LTL,Textiles
SHP22615,L318,Varanasi,Vijayawada,C004,VRL Logistics,1313,11662.5,62355.28,5.347,3,3,1,0,0,0,0,2024-04-13,LTL,FMCG
SHP22616,L117,Chandigarh,Nagpur,C007,Ekart Logistics,1419,2517.7,11665.88,4.634,3,3,1,0,0,0,0,2023-12-26,LTL,Pharma
SHP22617,L471,Nagpur,Madurai,C007,Ekart Logistics,1625,21302.5,52400.05,2.46,3,3,1,0,0,0,0,2024-02-18,FTL,Textiles
SHP22618,L207,Indore,Amritsar,C006,Safexpress,1293,16648.5,84706.54,5.088,3,6,0,3,0,0,0,2023-02-04,FTL,General Cargo
SHP22619,L497,Chandigarh,Chennai,C008,XpressBees,2587,12146.8,53873.76,4.435,3,3,1,0,0,1,0,2024-06-13,FTL,Pharma
SHP22620,L408,Vijayawada,Ahmedabad,C001,BlueDart Logistics,1437,17588.9,75180.98,4.274,3,3,1,0,0,0,1,2023-10-25,FTL,Electronics
SHP22621,L033,Visakhapatnam,Vadodara,C007,Ekart Logistics,1524,18946.0,66299.94,3.499,3,3,1,0,0,1,0,2023-09-11,FTL,Textiles
SHP22622,L317,Kolkata,Mangalore,C007,Ekart Logistics,2326,15007.4,42917.64,2.86,3,7,0,4,0,1,0,2023-08-05,LTL,Auto Parts
SHP22623,L206,Jaipur,Nagpur,C008,XpressBees,945,17670.7,90241.16,5.107,2,4,0,2,0,1,0,2023-07-07,LTL,General Cargo
SHP22624,L058,Nagpur,Nashik,C008,XpressBees,735,22825.0,96967.58,4.248,2,2,1,0,0,1,0,2024-06-08,LTL,Textiles
SHP22625,L259,Kolkata,Raipur,C007,Ekart Logistics,931,8562.9,32182.24,3.758,2,2,1,0,0,0,0,2023-02-17,LTL,FMCG
SHP22626,L606,Vadodara,Guwahati,C004,VRL Logistics,2500,14529.7,39451.42,2.715,3,3,1,0,0,1,0,2024-06-11,LTL,General Cargo
SHP22627,L074,Ranchi,Patna,C007,Ekart Logistics,319,1089.7,5397.74,4.953,1,1,1,0,0,0,0,2023-01-23,LTL,Textiles
SHP22628,L486,Vijayawada,Kanpur,C003,Delhivery Ltd,1446,20796.7,92142.74,4.431,3,7,0,4,0,0,0,2023-03-21,LTL,FMCG
SHP22629,L387,Bhopal,Rajkot,C008,XpressBees,891,1228.6,4137.48,3.368,2,2,1,0,0,0,0,2023-03-13,FTL,General Cargo
SHP22630,L414,Rajkot,Chennai,C001,BlueDart Logistics,1864,12126.9,64300.08,5.302,3,3,1,0,0,1,0,2024-06-05,FTL,FMCG
SHP22631,L454,Agra,Indore,C003,Delhivery Ltd,706,12518.2,49653.23,3.966,2,2,1,0,0,1,0,2023-07-28,FTL,FMCG
SHP22632,L104,Coimbatore,Patna,C002,GATI Express,2383,11709.8,60896.47,5.2,3,7,0,4,0,0,1,2023-11-12,FTL,General Cargo
SHP22633,L451,Madurai,Chennai,C007,Ekart Logistics,558,14889.2,37998.32,2.552,2,2,1,0,0,1,0,2023-08-29,LTL,General Cargo
SHP22634,L078,Agra,Madurai,C006,Safexpress,2501,7910.9,43221.08,5.463,3,3,1,0,1,0,1,2023-10-17,LTL,FMCG
SHP22635,L633,Ahmedabad,Nashik,C008,XpressBees,463,1156.2,3851.69,3.331,1,1,1,0,0,0,0,2024-03-25,LTL,Electronics
SHP22636,L629,Hyderabad,Delhi,C006,Safexpress,1628,6832.4,28186.41,4.125,3,3,1,0,0,1,0,2023-08-26,FTL,General Cargo
SHP22637,L403,Indore,Ranchi,C005,TCI Freight,1254,16637.9,47563.63,2.859,3,5,0,2,0,0,0,2023-03-19,LTL,Textiles
SHP22638,L356,Bhubaneswar,Indore,C002,GATI Express,1376,10650.0,40011.97,3.757,3,3,1,0,0,0,0,2024-01-21,LTL,Pharma
SHP22639,L404,Mangalore,Coimbatore,C002,GATI Express,405,8921.6,37989.95,4.258,1,1,1,0,0,0,0,2023-02-23,LTL,Auto Parts
SHP22640,L007,Varanasi,Rajkot,C005,TCI Freight,1670,22120.9,89218.36,4.033,3,3,1,0,0,1,0,2024-06-07,FTL,FMCG
SHP22641,L395,Agra,Ahmedabad,C001,BlueDart Logistics,932,5393.0,19256.73,3.571,2,6,0,4,0,1,0,2023-06-09,LTL,FMCG
SHP22642,L189,Nagpur,Vijayawada,C001,BlueDart Logistics,696,11433.5,24784.79,2.168,2,3,0,1,0,0,0,2023-03-09,FTL,Auto Parts
SHP22643,L528,Bhubaneswar,Chennai,C007,Ekart Logistics,1289,4180.5,10784.08,2.58,3,3,1,0,0,0,1,2023-10-31,FTL,Electronics
SHP22644,L411,Vijayawada,Bhopal,C006,Safexpress,1075,18930.5,39861.34,2.106,3,3,1,0,0,1,0,2024-06-12,FTL,Auto Parts
SHP22645,L660,Ranchi,Pune,C003,Delhivery Ltd,1693,16218.9,58943.43,3.634,3,3,1,0,0,0,0,2023-01-03,FTL,General Cargo
SHP22646,L265,Nashik,Dehradun,C007,Ekart Logistics,1587,21535.2,55996.19,2.6,3,3,1,0,0,0,0,2023-01-16,LTL,Auto Parts
SHP22647,L452,Indore,Lucknow,C003,Delhivery Ltd,884,21096.5,59922.02,2.84,2,3,0,1,0,1,0,2023-06-29,FTL,FMCG
SHP22648,L023,Nagpur,Hyderabad,C005,TCI Freight,541,7375.0,20385.95,2.764,2,2,1,0,0,1,0,2023-07-08,FTL,Auto Parts
SHP22649,L442,Madurai,Ahmedabad,C008,XpressBees,2041,22549.8,51510.07,2.284,3,6,0,3,0,0,0,2023-05-27,LTL,Pharma
SHP22650,L546,Vijayawada,Chennai,C006,Safexpress,493,5766.3,23574.64,4.088,1,1,1,0,0,1,0,2023-06-09,LTL,Textiles
SHP22651,L104,Coimbatore,Patna,C006,Safexpress,2383,6591.8,17397.33,2.639,3,3,1,0,0,0,0,2024-02-19,FTL,General Cargo
SHP22652,L557,Chandigarh,Madurai,C007,Ekart Logistics,3012,16401.1,58568.45,3.571,3,6,0,3,0,0,1,2023-11-22,LTL,Auto Parts
SHP22653,L237,Kanpur,Mumbai,C001,BlueDart Logistics,1454,9122.3,25342.39,2.778,3,3,1,0,0,0,0,2023-03-23,FTL,FMCG
SHP22654,L464,Bhopal,Kolkata,C006,Safexpress,1467,19582.7,58245.5,2.974,3,5,0,2,0,0,1,2023-10-06,FTL,Textiles
SHP22655,L403,Ranchi,Indore,C003,Delhivery Ltd,1254,3412.0,17264.63,5.06,3,3,1,0,0,1,0,2023-09-12,FTL,General Cargo
SHP22656,L175,Raipur,Surat,C005,TCI Freight,1186,23507.2,79929.89,3.4,3,3,1,0,0,0,0,2023-05-11,FTL,FMCG
SHP22657,L258,Coimbatore,Kolkata,C001,BlueDart Logistics,2300,9838.4,47458.38,4.824,3,3,1,0,0,1,0,2024-06-25,LTL,Electronics
SHP22658,L329,Nagpur,Thiruvananthapuram,C002,GATI Express,1845,3669.0,14805.03,4.035,3,3,1,0,0,1,0,2023-06-28,FTL,Pharma
SHP22659,L634,Kanpur,Chandigarh,C005,TCI Freight,752,5056.9,19395.85,3.836,2,2,1,0,0,0,0,2023-05-12,LTL,Electronics
SHP22660,L434,Delhi,Rajkot,C007,Ekart Logistics,1235,10254.8,55198.97,5.383,3,3,1,0,0,0,0,2024-02-22,LTL,Pharma
SHP22661,L375,Bangalore,Kochi,C006,Safexpress,458,9735.4,53042.68,5.448,1,1,1,0,0,1,0,2023-06-08,LTL,Auto Parts
SHP22662,L285,Indore,Visakhapatnam,C004,VRL Logistics,1237,8355.1,32876.99,3.935,3,3,1,0,0,1,0,2024-06-11,LTL,General Cargo
SHP22663,L478,Bhubaneswar,Ranchi,C008,XpressBees,453,15467.4,51082.5,3.303,1,1,1,0,1,0,0,2023-05-05,FTL,Auto Parts
SHP22664,L031,Visakhapatnam,Mangalore,C003,Delhivery Ltd,1361,1697.0,9021.84,5.316,3,3,1,0,0,1,0,2023-09-10,LTL,Pharma
SHP22665,L226,Varanasi,Pune,C004,VRL Logistics,1566,15276.5,70441.85,4.611,3,3,1,0,0,1,0,2023-06-08,FTL,Pharma
SHP22666,L609,Kanpur,Nagpur,C001,BlueDart Logistics,797,1218.6,6262.16,5.139,2,2,1,0,0,0,0,2024-04-22,LTL,Pharma
SHP22667,L453,Rajkot,Noida,C002,GATI Express,1243,23936.3,73421.22,3.067,3,3,1,0,0,0,0,2023-02-04,LTL,Textiles
SHP22668,L094,Thiruvananthapuram,Amritsar,C004,VRL Logistics,3351,7862.7,16184.5,2.058,3,3,1,0,0,0,1,2023-11-26,FTL,FMCG
SHP22669,L035,Noida,Indore,C008,XpressBees,861,3743.7,15236.97,4.07,2,2,1,0,0,0,0,2024-01-28,FTL,General Cargo
SHP22670,L546,Vijayawada,Chennai,C003,Delhivery Ltd,493,7772.9,15854.76,2.04,1,1,1,0,0,1,0,2023-06-04,FTL,Auto Parts
SHP22671,L589,Chandigarh,Bhopal,C003,Delhivery Ltd,1072,6221.5,30552.4,4.911,3,7,0,4,0,0,0,2024-03-14,LTL,Auto Parts
SHP22672,L624,Varanasi,Mangalore,C007,Ekart Logistics,2105,3565.0,18830.06,5.282,3,3,1,0,0,0,0,2023-02-04,LTL,Electronics
SHP22673,L525,Surat,Nagpur,C003,Delhivery Ltd,849,22044.0,50659.6,2.298,2,2,1,0,0,0,0,2023-01-03,FTL,Pharma
SHP22674,L584,Kolkata,Nagpur,C007,Ekart Logistics,1266,2962.3,11380.19,3.842,3,3,1,0,0,1,0,2023-06-06,FTL,Pharma
SHP22675,L580,Thiruvananthapuram,Delhi,C005,TCI Freight,2906,6573.8,34761.06,5.288,3,3,1,0,0,1,0,2023-06-17,FTL,Pharma
SHP22676,L574,Mumbai,Coimbatore,C002,GATI Express,1303,16587.9,61168.99,3.688,3,3,1,0,0,0,0,2023-04-10,FTL,Auto Parts
SHP22677,L433,Delhi,Amritsar,C008,XpressBees,520,12509.7,33620.73,2.688,2,2,1,0,0,0,0,2023-12-25,LTL,Electronics
SHP22678,L017,Chandigarh,Visakhapatnam,C007,Ekart Logistics,2064,2610.9,10481.71,4.015,3,3,1,0,0,0,0,2023-05-31,FTL,FMCG
SHP22679,L439,Pune,Amritsar,C004,VRL Logistics,1898,13133.1,35154.9,2.677,3,3,1,0,0,1,0,2023-07-08,FTL,Textiles
SHP22680,L235,Thiruvananthapuram,Mumbai,C005,TCI Freight,1636,21242.4,63793.88,3.003,3,3,1,0,0,0,0,2024-05-20,FTL,General Cargo
SHP22681,L616,Nashik,Jaipur,C008,XpressBees,1032,18869.9,73043.64,3.871,3,3,1,0,0,0,1,2023-11-19,FTL,FMCG
SHP22682,L433,Amritsar,Delhi,C008,XpressBees,520,10631.7,24099.48,2.267,2,2,1,0,0,0,0,2024-04-27,LTL,Auto Parts
SHP22683,L086,Lucknow,Jabalpur,C006,Safexpress,537,2700.8,11972.02,4.433,2,2,1,0,0,0,0,2023-12-22,FTL,Textiles
SHP22684,L362,Agra,Thiruvananthapuram,C006,Safexpress,2707,9896.4,53446.52,5.401,3,4,0,1,0,0,0,2023-12-29,LTL,Textiles
SHP22685,L248,Ranchi,Delhi,C006,Safexpress,1293,8984.8,41302.74,4.597,3,3,1,0,0,0,1,2023-11-25,FTL,Textiles
SHP22686,L599,Kolkata,Madurai,C005,TCI Freight,2324,18098.7,75418.02,4.167,3,3,1,0,0,0,0,2023-04-30,FTL,Pharma
SHP22687,L435,Rajkot,Chandigarh,C008,XpressBees,1440,20620.8,41435.95,2.009,3,3,1,0,0,0,0,2023-01-13,LTL,General Cargo
SHP22688,L292,Vijayawada,Pune,C005,TCI Freight,968,3372.1,10005.09,2.967,2,4,0,2,0,1,0,2023-06-03,FTL,Auto Parts
SHP22689,L495,Bangalore,Agra,C001,BlueDart Logistics,2068,17183.8,69765.92,4.06,3,3,1,0,0,0,0,2023-02-10,LTL,Auto Parts
SHP22690,L342,Visakhapatnam,Raipur,C006,Safexpress,570,22925.8,89501.37,3.904,2,2,1,0,0,0,0,2023-01-22,LTL,Textiles
SHP22691,L251,Kolkata,Indore,C001,BlueDart Logistics,1667,4213.0,13169.57,3.126,3,3,1,0,0,0,0,2024-01-27,FTL,Auto Parts
SHP22692,L028,Thiruvananthapuram,Kolkata,C004,VRL Logistics,2580,21740.3,98446.87,4.528,3,3,1,0,0,1,0,2023-07-24,LTL,General Cargo
SHP22693,L480,Chandigarh,Kochi,C008,XpressBees,2993,7849.5,39051.38,4.975,3,3,1,0,0,0,0,2023-02-24,LTL,General Cargo
SHP22694,L055,Nashik,Ranchi,C001,BlueDart Logistics,1620,12886.9,69297.25,5.377,3,3,1,0,0,0,0,2023-02-13,LTL,Electronics
SHP22695,L625,Chennai,Lucknow,C002,GATI Express,1982,15187.4,63072.78,4.153,3,3,1,0,0,0,1,2023-10-16,LTL,Electronics
SHP22696,L565,Coimbatore,Agra,C002,GATI Express,2346,5392.5,26943.93,4.997,3,7,0,4,0,0,0,2023-04-09,LTL,FMCG
SHP22697,L621,Pune,Indore,C005,TCI Freight,665,14061.8,55727.9,3.963,2,2,1,0,0,1,0,2023-09-04,LTL,General Cargo
SHP22698,L333,Bangalore,Dehradun,C002,GATI Express,2516,15053.0,51352.9,3.411,3,3,1,0,0,1,0,2023-06-12,LTL,General Cargo
SHP22699,L052,Noida,Jaipur,C006,Safexpress,309,6034.3,31181.9,5.167,1,1,1,0,0,0,1,2023-10-07,LTL,General Cargo
SHP22700,L538,Surat,Mangalore,C005,TCI Freight,1234,12266.1,54507.9,4.444,3,3,1,0,0,0,0,2023-05-21,FTL,Electronics
SHP22701,L029,Hyderabad,Agra,C008,XpressBees,1418,18892.5,56912.98,3.012,3,3,1,0,0,0,0,2023-12-14,FTL,Textiles
SHP22702,L041,Visakhapatnam,Thiruvananthapuram,C007,Ekart Logistics,1598,21971.8,81311.29,3.701,3,3,1,0,0,0,0,2024-02-22,LTL,Textiles
SHP22703,L279,Bangalore,Madurai,C006,Safexpress,439,17726.5,71203.15,4.017,1,1,1,0,0,0,0,2023-01-14,FTL,Auto Parts
SHP22704,L368,Kanpur,Rajkot,C002,GATI Express,1390,18626.6,56889.81,3.054,3,7,0,4,0,0,0,2024-04-04,LTL,Textiles
SHP22705,L244,Delhi,Coimbatore,C007,Ekart Logistics,2544,13164.9,28560.8,2.169,3,3,1,0,0,1,0,2023-08-31,LTL,Pharma
SHP22706,L310,Lucknow,Nagpur,C007,Ekart Logistics,858,6348.3,31121.41,4.902,2,2,1,0,0,1,0,2024-06-27,FTL,Electronics
SHP22707,L062,Agra,Kolkata,C005,TCI Freight,1516,21016.8,87922.84,4.183,3,3,1,0,1,1,0,2023-08-10,LTL,General Cargo
SHP22708,L163,Lucknow,Kanpur,C003,Delhivery Ltd,89,1938.2,8901.63,4.593,1,1,1,0,0,0,0,2023-05-19,LTL,Textiles
SHP22709,L130,Jaipur,Mangalore,C006,Safexpress,2027,4373.0,11807.57,2.7,3,3,1,0,0,0,0,2024-04-23,LTL,Electronics
SHP22710,L492,Surat,Coimbatore,C002,GATI Express,1585,14574.7,71202.21,4.885,3,3,1,0,0,1,0,2024-06-30,LTL,Textiles
SHP22711,L212,Nashik,Lucknow,C003,Delhivery Ltd,1361,21644.5,78399.41,3.622,3,3,1,0,0,0,1,2023-10-30,FTL,FMCG
SHP22712,L089,Mumbai,Madurai,C005,TCI Freight,1516,24546.3,99826.75,4.067,3,6,0,3,0,0,1,2023-10-16,LTL,General Cargo
SHP22713,L390,Thiruvananthapuram,Ahmedabad,C004,VRL Logistics,2183,13088.0,31872.49,2.435,3,4,0,1,0,0,0,2024-02-03,LTL,FMCG
SHP22714,L140,Ahmedabad,Surat,C004,VRL Logistics,262,7443.1,36742.02,4.936,1,1,1,0,0,0,0,2024-02-20,LTL,General Cargo
SHP22715,L479,Chennai,Bangalore,C006,Safexpress,381,4160.5,15504.65,3.727,1,1,1,0,0,0,0,2024-02-22,FTL,Electronics
SHP22716,L556,Vadodara,Delhi,C004,VRL Logistics,1050,24252.9,83171.94,3.429,3,3,1,0,0,0,1,2023-11-14,LTL,Auto Parts
SHP22717,L446,Bhopal,Nashik,C001,BlueDart Logistics,679,11467.3,34828.08,3.037,2,2,1,0,0,0,0,2024-03-07,FTL,Textiles
SHP22718,L588,Rajkot,Jaipur,C003,Delhivery Ltd,935,5320.1,25532.33,4.799,2,5,0,3,1,0,0,2024-01-19,FTL,Textiles
SHP22719,L629,Hyderabad,Delhi,C002,GATI Express,1628,11309.9,49513.24,4.378,3,3,1,0,0,0,0,2024-05-23,LTL,Pharma
SHP22720,L226,Varanasi,Pune,C007,Ekart Logistics,1566,1822.2,7002.64,3.843,3,3,1,0,0,1,0,2023-07-03,LTL,FMCG
SHP22721,L089,Madurai,Mumbai,C002,GATI Express,1516,5625.1,22880.42,4.068,3,3,1,0,0,0,0,2023-02-27,FTL,Textiles
SHP22722,L545,Vadodara,Madurai,C006,Safexpress,1917,5738.0,25132.63,4.38,3,3,1,0,0,0,0,2024-04-23,LTL,Electronics
SHP22723,L539,Chandigarh,Pune,C008,XpressBees,1804,3516.2,18521.64,5.268,3,7,0,4,0,0,1,2023-11-04,FTL,Auto Parts
SHP22724,L475,Rajkot,Kochi,C007,Ekart Logistics,1934,8587.4,43779.52,5.098,3,3,1,0,0,0,1,2023-11-27,FTL,Electronics
SHP22725,L077,Guwahati,Madurai,C008,XpressBees,3002,10201.7,54497.07,5.342,3,3,1,0,0,1,0,2023-07-10,LTL,FMCG
SHP22726,L521,Visakhapatnam,Guwahati,C008,XpressBees,1666,20131.6,46513.21,2.31,3,3,1,0,0,0,0,2023-04-13,LTL,Pharma
SHP22727,L379,Jabalpur,Bangalore,C003,Delhivery Ltd,1522,1125.6,3668.99,3.26,3,3,1,0,0,0,0,2023-05-28,FTL,Textiles
SHP22728,L027,Patna,Kochi,C003,Delhivery Ltd,2557,5653.2,31058.8,5.494,3,3,1,0,0,1,0,2023-07-10,FTL,Electronics
SHP22729,L120,Indore,Kanpur,C006,Safexpress,797,6381.8,16423.75,2.574,2,2,1,0,0,0,0,2024-04-16,FTL,General Cargo
SHP22730,L628,Vadodara,Bangalore,C005,TCI Freight,1488,4550.8,16641.78,3.657,3,3,1,0,0,1,0,2023-06-13,FTL,Auto Parts
SHP22731,L153,Coimbatore,Indore,C006,Safexpress,1698,16466.8,35627.06,2.164,3,3,1,0,0,0,0,2023-04-07,LTL,Electronics
SHP22732,L577,Madurai,Delhi,C002,GATI Express,2706,10870.4,28927.72,2.661,3,3,1,0,0,0,1,2023-10-13,LTL,Auto Parts
SHP22733,L657,Thiruvananthapuram,Kanpur,C004,VRL Logistics,2641,24057.4,89764.27,3.731,3,5,0,2,0,0,0,2023-01-10,LTL,Textiles
SHP22734,L423,Patna,Pune,C006,Safexpress,1817,21619.4,68077.22,3.149,3,3,1,0,0,0,0,2024-02-03,LTL,General Cargo
SHP22735,L399,Chandigarh,Bhubaneswar,C006,Safexpress,1906,11192.2,49402.84,4.414,3,3,1,0,0,1,0,2023-08-15,LTL,Pharma
SHP22736,L001,Dehradun,Jaipur,C001,BlueDart Logistics,565,18057.2,60974.05,3.377,2,2,1,0,0,1,0,2023-06-08,FTL,Pharma
